
1.0	 0, 1, 0, 0, 0, 1, 1, -1, -1; 0, 0, 0, 0, 0, 0; 127; 37.13, 85, 1.28, 66.26, 7.38, 380.0, 334.29, 1, 20.14, 6.47, 15.74, 0.03, 12.75, 11.41, 0.5, 0, 1.0, 0, 150
2.0	 0, 1, -1, 0, 0, 0, -1, 1, 1; 0, 0, 0, 0, 0, 0; 127; 37.13, 90, 1.07, 84.46, 7.48, 304.0, 248.21, 1, 16.11, 6.45, 15.48, 0.06, 11.75, 11.58, 0.4, 0.01, 2.0, 0.01, 150.0
3.0	 0, -1, -1, 0, 1, 0, 1, 1, -1; 0, 0, 2, 0, 0, 0; -255; 37.13, 85, 1.28, 66.36, 7.61, 228.0, 178.45, 1, 12.08, 6.43, 35.22, 0.09, 10.75, 11.82, 0.3, 0.02, 3.0, 0, 150.02
4.0	 -1, 1, 0, 0, 1, 0, 1, 0, -1; 0, 0, 2, 0, 0, 2; -255; 36.13, 90, 1.28, 70.37, 7.62, 228.0, 181.86, 1, 12.08, 6.41, 54.98, 0.12, 9.75, 12.02, 0.3, 0.02, 4.0, 0, 150.04
5.0	 -1, 0, 0, 0, 1, 1, 1, 1, 0; 0, 0, 2, 0, 0, 2; -255; 35.13, 90, 1.21, 74.38, 7.66, 228.0, 182.94, 1, 12.08, 6.39, 74.75, 0.15, 8.75, 13.03, 0.3, 0.03, 5.0, 0.0, 150.07
6.0	 -1, 0, 1, 1, 0, 1, 1, 1, 1; 0, 0, 1, 0, 0, 2; -255; 34.13, 90, 1.14, 78.74, 7.57, 304.0, 262.03, 1, 16.11, 8.22, 74.54, 0.18, 7.75, 14.13, 0.4, 0.04, 6.0, 0.01, 150.1
7.0	 -1, -1, -1, 0, 1, 1, 1, 0, -1; 0, 0, 2, 0, 0, 2; -255; 33.13, 85, 1.03, 82.6, 7.72, 228.0, 183.0, 1, 12.08, 8.2, 94.34, 0.21, 6.75, 15.2, 0.3, 0.04, 7.0, 0, 150.14
8.0	 1, 0, 0, 1, 0, 0, 0, -1, 0; 0, 0, 2, 0, 1, 2; -255; 34.13, 85, 0.95, 89.24, 7.73, 228.0, 176.94, 1, 12.08, 10.03, 94.13, 0.24, 5.75, 15.46, 0.3, 0.03, 8.0, 0.0, 150.17
9.0	 -1, 0, 0, 0, 0, 0, -1, 0, 1; 0, 0, 2, 0, 1, 2; -255; 33.13, 85, 0.81, 105.19, 7.74, 228.0, 172.65, 1, 12.08, 10.02, 93.93, 0.27, 4.75, 15.8, 0.3, 0.03, 9.0, 0.01, 150.19
10.0	 -1, 1, 1, 0, 0, 0, -1, -1, -1; 0, 0, 2, 0, 1, 2; -255; 32.13, 90, 0.81, 110.49, 7.62, 304.0, 254.11, 1, 16.11, 10.01, 93.75, 0.29, 3.75, 15.98, 0.4, 0.02, 10.0, 0, 150.21
11.0	 -1, -1, -1, 0, 1, 0, 1, 1, 0; 0, 0, 2, 0, 1, 2; -255; 31.13, 85, 0.94, 90.7, 7.75, 228.0, 186.87, 1, 12.08, 10.0, 113.58, 0.31, 2.75, 16.29, 0.3, 0.03, 11.0, 0.0, 150.24
12.0	 -1, -1, 1, 1, 1, 0, 0, 1, -1; 0, 0, 2, 0, 1, 2; -255; 30.13, 80, 0.74, 108.01, 7.64, 304.0, 256.68, 1, 16.11, 11.83, 133.42, 0.33, 1.75, 16.77, 0.4, 0.04, 12.0, 0, 150.28
13.0	 0, 1, 1, 0, 0, 0, 0, 1, 1; 0, 0, 1, 0, 1, 2; -255; 30.13, 85, 0.79, 107.78, 7.56, 380.0, 335.85, 1, 20.14, 11.82, 133.26, 0.35, 0.75, 17.29, 0.5, 0.05, 13.0, 0.01, 150.32
14.0	 -1, 1, 1, 0, 0, 1, -1, 0, 0; 0, 0, 1, 0, 1, 2; -255; 29.13, 90, 0.72, 125.62, 7.51, 456.0, 410.76, 1, 24.17, 11.81, 133.11, 0.37, 0, 18.45, 0.6, 0.05, 14.0, 0.01, 150.36

1.0	 -1, 1, -1, 0, 1, 1, 1, 0, 1; 0, 0, 0, 0, 0, 0; 127; 33.58, 85, 1.05, 80.89, 7.47, 304.0, 258.95, 1, 16.11, 6.2, 35.8, 0.03, 12.75, 11.41, 0.4, 0.0, 1.0, 0.01, 149.99
2.0	 -1, 1, -1, 0, 0, 0, 1, -1, 1; 0, 0, 1, 0, 0, 0; 117; 32.58, 90, 1.06, 84.92, 7.6, 228.0, 183.16, 1, 12.08, 6.19, 35.61, 0.06, 11.75, 11.41, 0.3, 0, 2.0, 0.02, 149.97
3.0	 -1, 1, 0, 1, 1, 0, 0, 0, 0; 0, 0, 1, 0, 0, 2; -255; 31.58, 95, 0.94, 101.0, 7.6, 228.0, 181.68, 1, 12.08, 8.03, 55.43, 0.08, 10.75, 11.41, 0.3, 0.0, 3.0, 0.02, 149.95
4.0	 0, 0, -1, 1, 1, 0, 1, -1, 0; 0, 0, 2, 0, 1, 2; -255; 31.58, 95, 1.07, 88.83, 7.77, 152.0, 101.78, 1, 8.06, 9.87, 75.25, 0.1, 9.75, 11.41, 0.2, 0, 4.0, 0.02, 149.93
5.0	 -1, 0, -1, 1, 0, 1, 1, 1, 0; 0, 0, 2, 0, 1, 2; -255; 30.58, 95, 1.02, 92.85, 7.81, 152.0, 104.14, 1, 8.06, 11.71, 75.08, 0.12, 8.75, 12.25, 0.2, 0.01, 5.0, 0.02, 149.92
6.0	 1, -1, 0, 0, 0, 1, -1, 0, -1; 0, 0, 2, 0, 1, 2; -255; 31.58, 90, 0.8, 113.12, 7.83, 152.0, 92.35, 0.98, 8.06, 11.7, 74.9, 0.14, 7.75, 13.07, 0.2, 0.01, 6.0, 0.01, 149.92
7.0	 1, -1, 1, 0, 1, 0, 0, 0, 0; 0, 0, 2, 0, 1, 2; -255; 32.58, 85, 0.88, 96.28, 7.66, 228.0, 177.93, 1, 12.08, 11.69, 94.71, 0.17, 6.75, 13.2, 0.3, 0.01, 7.0, 0.01, 149.92
8.0	 -1, 0, -1, 0, 1, 0, 1, 1, 0; 0, 0, 2, 0, 1, 2; -255; 31.58, 85, 0.96, 88.91, 7.85, 152.0, 103.39, 1, 8.06, 11.68, 114.53, 0.19, 5.75, 13.48, 0.2, 0.02, 8.0, 0.01, 149.93
9.0	 -1, 1, 0, 1, 1, 0, 1, 1, -1; 0, 0, 2, 0, 1, 2; -255; 30.58, 90, 0.97, 92.83, 7.86, 152.0, 108.07, 1, 8.06, 13.52, 134.36, 0.21, 4.75, 13.86, 0.2, 0.03, 9.0, 0, 149.96
10.0	 1, -1, 1, 0, 1, 0, 1, 1, 1; 0, 0, 2, 0, 1, 2; -255; 31.58, 85, 0.95, 89.07, 7.7, 228.0, 185.84, 1, 12.08, 13.51, 154.18, 0.23, 3.75, 14.34, 0.3, 0.04, 10.0, 0.01, 149.99
11.0	 1, 1, -1, 0, 0, 0, 0, 1, -1; 0, 0, 2, 0, 1, 2; -255; 32.58, 90, 0.94, 96.25, 7.89, 152.0, 103.94, 1, 8.06, 13.49, 153.99, 0.26, 2.75, 14.91, 0.2, 0.05, 11.0, 0, 150.04
12.0	 1, -1, 0, 0, 0, 0, 0, 1, 1; 0, 0, 2, 0, 1, 2; -255; 33.58, 85, 0.93, 91.69, 7.91, 152.0, 101.84, 1, 8.06, 13.47, 153.79, 0.29, 1.75, 15.55, 0.2, 0.06, 12.0, 0.01, 150.09
13.0	 0, -1, -1, 1, 0, 0, 1, -1, 0; 0, 0, 2, 0, 1, 2; -255; 33.58, 80, 0.99, 81.05, 7.92, 152.0, 106.2, 1, 8.06, 15.3, 153.59, 0.32, 0.75, 15.97, 0.2, 0.05, 13.0, 0.01, 150.13
14.0	 0, 0, 0, 0, 0, 0, 1, 1, 0; 0, 0, 2, 0, 1, 2; -255; 33.58, 80, 0.99, 80.98, 7.93, 152.0, 107.34, 1, 8.06, 15.28, 153.39, 0.35, 0, 16.51, 0.2, 0.06, 14.0, 0.01, 150.18
15.0	 0, 0, 1, 1, 0, 1, -1, -1, 1; 0, 0, 2, 0, 1, 2; -255; 33.58, 80, 0.78, 102.65, 7.79, 228.0, 171.38, 1, 12.08, 17.11, 153.19, 0.38, 0, 17.65, 0.3, 0.05, 15.0, 0.02, 150.2
16.0	 0, 0, 0, 0, 1, 1, 0, 0, 1; 0, 0, 2, 0, 1, 2; -255; 33.58, 80, 0.87, 91.74, 7.81, 228.0, 177.4, 1, 12.08, 17.09, 172.99, 0.41, 0, 18.71, 0.3, 0.05, 16.0, 0.03, 150.22
17.0	 0, 1, 0, 0, 0, 0, 1, -1, 0; 0, 0, 2, 0, 1, 2; -255; 33.58, 85, 1.05, 81.02, 7.82, 228.0, 185.94, 1, 12.08, 17.08, 172.79, 0.44, 0, 18.92, 0.3, 0.04, 17.0, 0.03, 150.23
18.0	 0, 0, 0, 0, 1, 1, 1, -1, 0; 0, 0, 2, 0, 1, 2; -255; 33.58, 85, 1.05, 80.96, 7.84, 228.0, 185.97, 1, 12.08, 17.07, 192.59, 0.47, 0, 19.74, 0.3, 0.03, 18.0, 0.03, 150.23
19.0	 -1, 1, 0, 0, 1, 0, 0, -1, 0; 0, 0, 2, 0, 1, 2; -255; 32.58, 90, 0.93, 96.39, 7.84, 228.0, 183.91, 1, 12.08, 17.06, 212.4, 0.5, 0, 19.83, 0.3, 0.02, 19.0, 0.03, 150.22
20.0	 0, 1, -1, 0, 0, 1, 1, 1, 1; 0, 0, 2, 0, 1, 2; -255; 32.58, 95, 1.12, 84.72, 8.03, 152.0, 115.28, 1, 8.06, 17.05, 212.21, 0.53, 0, 20.65, 0.2, 0.03, 20.0, 0.04, 150.21
21.0	 -1, 1, 0, 0, 1, 0, 1, 0, 1; 0, 0, 2, 0, 1, 2; -255; 31.58, 100, 1.12, 88.89, 8.03, 152.0, 117.86, 1, 8.06, 17.04, 232.03, 0.55, 0, 20.77, 0.2, 0.03, 21.0, 0.05, 150.19
22.0	 0, 1, -1, 1, 0, 0, 1, -1, -1; 0, 0, 2, 0, 1, 2; -255; 31.58, 105, 1.18, 89.03, 8.04, 152.0, 119.43, 1, 8.06, 18.88, 231.85, 0.57, 0, 20.83, 0.2, 0.02, 22.0, 0.04, 150.17
23.0	 1, 1, 0, 0, 0, 0, -1, 0, -1; 0, 0, 2, 0, 1, 2; -255; 32.58, 110, 1.02, 107.85, 8.04, 152.0, 111.64, 1, 8.06, 18.87, 231.66, 0.6, 0, 20.91, 0.2, 0.02, 23.0, 0.03, 150.16
24.0	 0, 1, -1, 0, 0, 0, 0, 1, -1; 0, 0, 2, 0, 1, 2; -255; 32.58, 115, 1.19, 96.37, 8.04, 152.0, 117.5, 1, 8.06, 18.86, 231.47, 0.63, 0, 21.02, 0.2, 0.03, 24.0, 0.02, 150.18

1.0	 -1, -1, 0, 1, 0, 1, 1, 1, 1; 0, 0, 0, 0, 0, 0; 127; 36.77, 75, 1.11, 67.72, 7.38, 380.0, 328.58, 1, 20.14, 8.54, 15.75, 0.03, 12.75, 11.58, 0.5, 0.01, 1.0, 0.01, 150.0
2.0	 1, 1, 1, 0, 1, 0, -1, -1, -1; 0, 0, 0, 0, 0, 0; 127; 37.77, 80, 0.98, 81.37, 7.3, 456.0, 395.02, 1, 24.17, 8.52, 35.48, 0.07, 11.75, 11.58, 0.6, 0, 2.0, 0, 150.0
3.0	 -1, -1, 1, 0, 0, 1, 0, -1, 1; 0, 0, 0, 0, 0, 0; 127; 36.77, 75, 0.97, 77.03, 7.26, 532.0, 474.87, 1, 28.2, 8.5, 35.23, 0.1, 10.75, 12.25, 0.7, 0, 3.0, 0.01, 149.99
4.0	 1, 0, -1, 0, 0, 1, -1, 1, 0; 0, 0, 0, 0, 0, 0; 127; 37.77, 75, 0.92, 81.29, 7.36, 456.0, 391.24, 1, 24.17, 8.48, 34.96, 0.14, 9.75, 13.1, 0.6, 0.01, 4.0, 0.01, 149.99
5.0	 1, -1, -1, 1, 0, 0, 1, 1, 1; 1, 0, 0, 0, 1, 0; 107; 38.77, 70, 1.17, 59.9, 7.44, 380.0, 324.72, 1, 20.14, 10.31, 34.67, 0.18, 8.75, 13.33, 0.5, 0.02, 5.0, 0.02, 149.99
6.0	 0, 1, 1, 0, 0, 1, -1, 0, 0; 1, 0, 0, 0, 1, 0; 107; 38.77, 75, 0.98, 76.18, 7.39, 456.0, 391.13, 1, 24.17, 10.29, 34.38, 0.22, 7.75, 14.23, 0.6, 0.02, 6.0, 0.02, 149.99
7.0	 -1, 0, -1, 1, 1, 1, 0, -1, 1; 0, 0, 0, 0, 1, 2; -255; 37.77, 75, 1.04, 72.36, 7.49, 380.0, 322.18, 1, 20.14, 12.12, 54.11, 0.26, 6.75, 14.97, 0.5, 0.01, 7.0, 0.03, 149.96
8.0	 1, -1, 0, 0, 1, 0, -1, 0, 1; 1, 0, 0, 0, 1, 2; -255; 38.77, 70, 0.92, 75.97, 7.5, 380.0, 310.61, 1, 20.14, 12.1, 73.82, 0.3, 5.75, 15.08, 0.5, 0.01, 8.0, 0.04, 149.93
9.0	 1, 0, 1, 1, 1, 1, 1, -1, 1; 1, 0, 0, 0, 1, 2; -255; 39.77, 70, 1.26, 55.76, 7.44, 456.0, 401.63, 1, 24.17, 13.94, 93.51, 0.34, 4.75, 15.75, 0.6, 0, 9.0, 0.05, 149.88
10.0	 0, -1, 1, 1, 0, 0, 0, 0, 0; 1, 0, 0, 0, 1, 2; -255; 39.77, 65, 1.03, 63.21, 7.37, 532.0, 465.89, 1, 28.2, 15.78, 93.2, 0.38, 3.75, 15.76, 0.7, 0.0, 10.0, 0.05, 149.83
11.0	 1, 0, 0, 0, 0, 0, -1, -1, -1; 1, 0, 0, 0, 1, 2; -255; 40, 65, 0.93, 69.63, 7.37, 532.0, 458.09, 1, 28.2, 15.76, 92.88, 0.42, 2.75, 15.76, 0.7, 0, 11.0, 0.04, 149.79
12.0	 1, 1, -1, 0, 0, 0, 0, -1, -1; 1, 0, 0, 0, 1, 2; -255; 40, 70, 1.12, 62.36, 7.44, 456.0, 394.52, 1, 24.17, 15.74, 92.56, 0.46, 1.75, 15.76, 0.6, 0, 12.0, 0.03, 149.76
13.0	 0, -1, -1, 0, 1, 1, 0, 1, -1; 1, 0, 1, 0, 1, 2; -255; 40, 65, 1.04, 62.25, 7.54, 380.0, 313.95, 1, 20.14, 15.72, 112.24, 0.5, 0.75, 16.55, 0.5, 0.01, 13.0, 0.02, 149.76
14.0	 0, 1, -1, 0, 1, 0, 0, -1, 1; 1, 0, 2, 0, 1, 2; -255; 40, 70, 1.12, 62.23, 7.63, 304.0, 242.78, 1, 16.11, 15.7, 131.92, 0.54, 0, 16.55, 0.4, 0, 14.0, 0.03, 149.73
15.0	 0, 0, -1, 0, 0, 1, 1, -1, -1; 1, 0, 2, 0, 1, 2; -255; 40, 70, 1.28, 54.89, 7.78, 228.0, 174.01, 1, 12.08, 15.68, 131.6, 0.58, 0, 17.22, 0.3, 0, 15.0, 0.02, 149.71
16.0	 1, -1, -1, 1, 1, 0, -1, 1, 0; 1, 0, 2, 0, 1, 2; -255; 40, 65, 0.93, 69.72, 7.96, 152.0, 78.15, 0.95, 8.06, 17.51, 151.28, 0.62, 0, 17.33, 0.2, 0.01, 16.0, 0.02, 149.7
17.0	 1, -1, 1, 0, 0, 1, 1, -1, 1; 1, 0, 2, 0, 1, 2; -255; 40, 60, 1.1, 54.78, 7.8, 228.0, 165.14, 1, 12.08, 17.49, 150.96, 0.66, 0, 18.0, 0.3, 0, 17.0, 0.03, 149.67
18.0	 -1, 1, -1, 0, 0, 0, 1, -1, -1; 1, 0, 2, 0, 1, 2; -255; 39, 65, 1.1, 58.83, 7.97, 152.0, 93.85, 0.98, 8.06, 17.47, 150.66, 0.7, 0, 18.0, 0.2, 0, 18.0, 0.02, 149.65
19.0	 0, 0, 0, 1, 0, 0, 1, -1, 1; 1, 0, 2, 0, 1, 2; -255; 39, 65, 1.11, 58.79, 7.97, 152.0, 93.9, 0.98, 8.06, 19.31, 150.36, 0.74, 0, 18.0, 0.2, 0, 19.0, 0.03, 149.62
20.0	 -1, -1, -1, 1, 0, 0, -1, -1, -1; 0, 0, 2, 0, 1, 2; -255; 38, 60, 0.75, 80.05, 7.97, 152.0, 72.03, 0.93, 8.06, 21.15, 150.08, 0.78, 0, 18.0, 0.2, 0, 20.0, 0.02, 149.6
21.0	 1, 1, 0, 0, 0, 0, 1, 1, 1; 1, 0, 2, 0, 1, 2; -255; 39, 65, 1.1, 58.89, 7.97, 152.0, 93.79, 0.98, 8.06, 21.13, 149.78, 0.82, 0, 18.09, 0.2, 0.01, 21.0, 0.03, 149.58
22.0	 0, 0, -1, 0, 0, 0, 1, 0, 0; 1, 0, 2, 0, 1, 2; -255; 39, 65, 1.1, 58.94, 7.98, 152.0, 93.75, 0.98, 8.06, 21.11, 149.48, 0.86, 0, 18.15, 0.2, 0.01, 22.0, 0.03, 149.56
23.0	 0, -1, 0, 1, 0, 1, -1, 0, 1; 1, 0, 2, 0, 1, 2; -255; 39, 60, 0.8, 75.06, 7.99, 152.0, 71.63, 0.93, 8.06, 22.95, 149.18, 0.9, 0, 18.91, 0.2, 0.01, 23.0, 0.04, 149.53
24.0	 1, -1, 1, 0, 0, 0, 1, 0, 1; 1, 0, 2, 0, 1, 2; -255; 40, 55, 1.0, 54.92, 7.82, 228.0, 159.25, 1, 12.08, 22.94, 148.86, 0.94, 0, 18.98, 0.3, 0.01, 24.0, 0.05, 149.49

1.0	 0, -1, 0, 0, 1, 1, 1, -1, 0; 0, 0, 0, 0, 0, 0; 127; 35.54, 75, 1.03, 72.72, 7.38, 380.0, 329.27, 1, 20.14, 5.95, 35.77, 0.03, 12.75, 11.41, 0.5, 0, 1.0, 0.0, 150.0
2.0	 1, 0, 1, 0, 1, 1, 0, 0, -1; 0, 0, 0, 0, 0, 2; -255; 36.54, 75, 0.96, 78.25, 7.32, 456.0, 398.5, 1, 24.17, 5.93, 55.52, 0.06, 11.75, 12.08, 0.6, 0.0, 2.0, 0, 150.0
3.0	 -1, 0, 0, 1, 1, 0, -1, -1, 1; 0, 0, 0, 0, 0, 2; -255; 35.54, 75, 0.81, 92.96, 7.32, 456.0, 392.46, 1, 24.17, 7.77, 75.29, 0.09, 10.75, 12.08, 0.6, 0, 3.0, 0.01, 149.99
4.0	 -1, -1, 1, 1, 1, 0, -1, 1, 0; 0, 0, 0, 0, 1, 2; -255; 34.54, 70, 0.71, 98.04, 7.26, 532.0, 465.41, 1, 28.2, 9.61, 95.07, 0.12, 9.75, 12.32, 0.7, 0.01, 4.0, 0.01, 149.99
